Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP57,OUT049,1694.7890970248843
FDE57,OUT046,2293.987158134871
NCN18,OUT046,1794.2144877642359
NCQ05,OUT018,2131.9536641657405
FDW47,OUT035,1998.8167571421757
FDV46,OUT035,2299.7773126535235
NCP29,OUT045,1010.1977845198808
FDE09,OUT018,1516.8382621688954
NCU06,OUT027,5834.723981964039
FDT19,OUT010,446.84422304401414
DRF15,OUT017,2436.2893501389344
DRI51,OUT013,2836.060941540012
NCX54,OUT013,1686.8282527987349
DRE01,OUT013,4018.0975264580716
NCB07,OUT045,2852.864118085985
FDU50,OUT035,1887.2756636523004
FDG40,OUT035,617.4188683144761
FDW10,OUT018,2595.4765071176876
FDX51,OUT013,3032.107892309052
NCP17,OUT045,1006.9707567322929
FDP21,OUT035,3174.4616599743867
FDL04,OUT045,1570.2640371538575
FDV23,OUT013,1979.1621326148345
FDF24,OUT046,1319.4592661766471
FDH56,OUT027,3122.3882691544422
FDB51,OUT049,926.3109217801081
FDI58,OUT027,2582.841859394937
FDR20,OUT013,718.4922489741814
FDC51,OUT018,1742.9199209731787
FDB16,OUT027,2368.6434541507238
FDE40,OUT049,927.144462746827
NCM17,OUT035,718.5923765528252
FDU56,OUT035,3106.135609731634
FDS32,OUT019,323.4993870691987
FDX02,OUT049,3727.861839012893
FDT39,OUT027,4084.4129096336137
FDE35,OUT017,883.2506007881613
NCI42,OUT019,514.1155892535512
DRL23,OUT046,1719.4080512425217
FDA10,OUT046,2064.2994785414185
FDA11,OUT013,1504.9077214144916
NCM06,OUT046,2436.0773219564635
NCT05,OUT035,4292.907574797642
NCQ02,OUT010,444.78012456808676
NCY06,OUT049,2168.7186845613737
FDY56,OUT035,4007.894339284698
FDL02,OUT035,1750.4340054656045
NCI06,OUT035,3075.308037876653
FDQ14,OUT045,2349.711172721395
FDQ12,OUT017,3945.583879404468
FDP36,OUT046,796.0796029638395
FDK21,OUT027,6048.081649694988
FDO40,OUT045,2451.993753413531
NCK54,OUT019,293.52592192350403
FDY09,OUT018,2635.244953161845
NCW30,OUT049,3982.460120972289
NCC55,OUT027,1151.1369329377585
FDE58,OUT018,1718.3779673183608
FDR39,OUT013,3068.99728615565
FDU28,OUT049,3227.14715072528
FDH08,OUT017,3951.3665408423085
FDG35,OUT045,2922.8289968747804
FDG22,OUT049,623.0178726014248
FDC34,OUT035,2722.781486278157
FDP15,OUT018,3590.2300481788266
FDK34,OUT010,579.7489018992459
FDU45,OUT035,1942.04873335735
FDQ04,OUT027,1168.2109771123132
FDX22,OUT018,2984.280219301051
FDB45,OUT017,1690.0286780809784
NCH43,OUT027,5594.315158172513
DRE60,OUT046,3594.3875305430643
FDD17,OUT027,6014.438430049264
NCM54,OUT017,2081.4179578621547
NCH55,OUT013,2064.213575103099
NCT06,OUT017,2725.6233333615696
FDA48,OUT027,5632.398215199857
FDY58,OUT027,5846.457694176177
FDO25,OUT045,3394.975516158414
FDN50,OUT045,1515.0941219837548
FDH35,OUT035,2840.7258780387515
FDK09,OUT045,3672.3726587676288
FDO16,OUT013,1328.626266183943
FDW11,OUT045,1014.8013145479937
FDU47,OUT027,3723.2642164071226
NCQ42,OUT010,285.5068967019294
FDK55,OUT027,2431.554946843818
FDN08,OUT049,1934.754032910556
FDT57,OUT045,3798.241796497018
FDJ12,OUT018,3021.2566572513397
DRL59,OUT017,791.412761254273
NCN53,OUT046,641.644999083352
FDO51,OUT010,118.90461003777085
FDK56,OUT017,3102.1931142536637
FDY12,OUT035,844.0421814255762
FDU15,OUT035,631.2690554958394
FDQ19,OUT046,3909.7908820719963
DRF15,OUT045,2457.6454435206474
DRE25,OUT019,240.72110096497465
FDK57,OUT018,1785.3830812525664
FDD33,OUT010,564.9968933702617
FDR34,OUT027,5812.979310282903
FDU04,OUT045,1885.4036197838682
FDE35,OUT019,158.8561813314525
NCD31,OUT035,2858.6109300861954
FDJ56,OUT035,1637.9399454548402
NCU53,OUT046,2533.134220486601
FDD39,OUT035,3719.1999490420385
NCU17,OUT019,272.51765038719424
FDJ20,OUT046,2122.480261322659
NCW41,OUT018,2308.0675538878754
FDL52,OUT035,658.1840658291162
FDS39,OUT035,2305.4206192429792
DRJ47,OUT045,2810.4717480733625
FDP13,OUT010,109.87132851736706
DRK39,OUT010,189.1709670447469
FDF28,OUT010,268.1984799716116
FDB09,OUT045,1950.9561531319023
FDM51,OUT046,1651.1560914337244
DRM49,OUT018,584.5633779947615
DRF23,OUT013,2929.2549931613235
DRH01,OUT035,2931.0127590442025
FDH12,OUT027,2820.2739189041226
FDA28,OUT019,294.0184081832487
FDW37,OUT018,1292.118762256327
FDF02,OUT046,1718.5245802345148
DRL37,OUT046,708.3050806789298
NCF43,OUT046,2270.577550094786
FDH08,OUT010,553.84817254734
FDR34,OUT019,547.6296909754841
NCK19,OUT049,3274.1233642932393
NCD55,OUT018,525.1440458762269
FDT27,OUT049,3853.1060446847114
FDQ57,OUT045,2399.2280972455665
FDA47,OUT035,2749.93058077928
DRG15,OUT027,1767.6483729145048
FDE05,OUT018,2033.9967111610426
FDN46,OUT046,1672.298772612484
FDX27,OUT027,2555.66644722207
FDT51,OUT045,1796.3005366791674
FDU33,OUT013,681.5413878522367
FDJ16,OUT027,1696.6698777246936
FDD20,OUT019,298.2405437286614
FDT36,OUT049,629.4078116615625
DRF15,OUT027,3882.5058740265376
FDN52,OUT010,187.80531376829953
FDC22,OUT027,5065.960302471375
FDX15,OUT045,2586.5443938040316
FDT13,OUT013,3160.915596852495
FDU04,OUT017,2001.5561673345615
FDU31,OUT019,518.5785735975415
FDW59,OUT027,2324.410409670725
NCO29,OUT046,2576.6452535183207
FDL15,OUT035,2548.0354271599276
FDI41,OUT049,2482.39633360165
FDQ48,OUT049,1593.6602348487413
DRI39,OUT013,778.4502708217402
FDI08,OUT013,4221.5091716261
FDC21,OUT049,1772.12966877463
FDF58,OUT035,1029.8706312977672
FDS08,OUT010,414.23793534704697
FDE47,OUT045,1913.9257895281396
NCP18,OUT019,352.0068842556928
NCR41,OUT013,1541.4724728074464
FDA27,OUT013,4122.9855037536945
FDA43,OUT035,3153.1296796348456
FDA49,OUT045,1397.220861899806
NCE55,OUT018,2628.4545260442474
DRM49,OUT027,1356.2240620171535
FDF22,OUT027,5549.70521887056
FDQ15,OUT018,1141.5354656536924
NCS54,OUT017,2980.2949484452065
NCY05,OUT013,584.9375272144713
FDR45,OUT046,3748.368046108087
FDK57,OUT049,2058.31305343632
FDF41,OUT010,585.9284184267053
FDV21,OUT046,2131.821493445225
FDD51,OUT046,722.8123499724242
FDF33,OUT046,1781.183919709076
FDA38,OUT046,3757.5667656735227
FDR56,OUT045,2999.6043336132807
NCN41,OUT017,2048.810283884865
FDC60,OUT027,2500.017885045747
FDB47,OUT045,3283.109095530497
DRH01,OUT013,2893.0380452731993
FDW08,OUT046,1662.1379768480901
FDF38,OUT027,1254.6496755363978
FDY32,OUT017,2588.5459186184253
FDG34,OUT049,1837.5024088114503
FDG47,OUT019,576.3459304685421
NCF18,OUT035,3131.359890947811
FDL39,OUT019,488.48159406538275
NCH55,OUT035,2065.859257184804
DRJ35,OUT049,913.4144491023644
FDS44,OUT035,4092.4229265271556
DRE01,OUT018,3454.7921799827286
FDY39,OUT013,3100.8214586409513
FDY32,OUT018,2395.5384247849793
FDR33,OUT027,2932.3667643805156
NCP50,OUT049,1275.4868695486525
FDZ47,OUT018,1374.8266517434822
FDU57,OUT049,2500.3859068792453
FDY44,OUT013,3018.7001164789754
DRH59,OUT018,1036.9001255497626
FDB03,OUT027,5883.6404926553905
FDY46,OUT045,2826.0638949147246
FDM39,OUT045,2843.0609293980788
FDY36,OUT035,1281.8556849666095
NCM55,OUT035,3154.9365920067708
FDJ50,OUT010,146.79413915206828
DRL60,OUT013,2365.176524491979
NCJ54,OUT049,3745.69271218822
FDX59,OUT017,594.3483799706322
FDI07,OUT013,3091.961281307397
DRF51,OUT010,115.68077230267656
FDM14,OUT017,1790.1003015020551
FDP21,OUT045,3018.2198992192098
FDE40,OUT035,1059.5911800070724
FDE05,OUT035,2514.4481718058655
FDM13,OUT027,3395.688540411306
FDC34,OUT027,4035.1968401704016
NCI55,OUT018,1778.6248757736314
NCE43,OUT018,2492.4624995384006
FDW58,OUT018,1488.7049776289978
FDG60,OUT045,3746.850948666994
FDV31,OUT017,2832.4721058082646
FDR47,OUT013,3062.3837679029307
FDM60,OUT019,111.31373817040101
NCF06,OUT018,3434.5024952637946
NCN26,OUT027,3028.369235343005
FDQ59,OUT049,1329.7532067552759
FDF09,OUT046,660.4672196885747
NCS06,OUT017,3914.363281582042
FDT44,OUT046,1955.9627296822828
FDI19,OUT017,4042.670848947402
FDT22,OUT017,944.3282248987547
NCF54,OUT027,4625.830673805655
DRG25,OUT045,2886.348871197406
FDB59,OUT017,3210.8570113373444
FDQ37,OUT017,3210.869904605528
FDP56,OUT035,776.0814476353851
FDW44,OUT035,2873.296922823377
FDJ26,OUT010,561.2704785304032
FDU43,OUT018,3363.7837254771903
FDW33,OUT045,1583.8048190851769
NCX53,OUT027,3659.824677834229
FDN56,OUT010,348.6589977526479
DRF15,OUT049,2443.7209093209526
FDO33,OUT017,1882.2862378829084
FDZ39,OUT010,226.165244570593
NCJ19,OUT017,889.6505667523614
FDU01,OUT035,3217.2924013074357
FDT12,OUT035,3996.257091978233
NCM18,OUT018,825.6893948714617
FDP19,OUT017,2129.513427971964
NCR42,OUT049,631.7862702758982
FDN10,OUT046,2000.6622388144553
FDG44,OUT017,858.9231998807317
FDQ10,OUT046,2801.7997751348757
DRH13,OUT049,1675.134790290673
FDT52,OUT013,4144.959462720227
FDM56,OUT045,1710.0893442177737
NCO43,OUT010,222.41834330322456
NCV29,OUT035,3026.7210527733932
NCF06,OUT013,4096.578026057387
FDO50,OUT035,1487.2267534914756
FDT59,OUT013,3873.2926770024865
FDX40,OUT027,1167.768670161692
FDE50,OUT017,3218.9067789750507
FDX51,OUT017,3249.8412213327224
NCD30,OUT018,1378.8842997072466
FDK15,OUT013,1606.6626895852148
FDL12,OUT045,1001.6903123912942
FDK46,OUT017,4132.1301565016665
DRH49,OUT010,185.75703076577497
FDQ57,OUT046,2415.86554886496
FDY59,OUT017,1546.1888767146288
FDO09,OUT018,3536.4124245799294
NCG30,OUT035,2064.5211537589253
FDM09,OUT017,2808.3248718681903
NCN17,OUT027,2682.4636869420337
NCS42,OUT013,1418.8254119070946
FDD02,OUT019,292.2197207524491
FDE34,OUT013,3125.626625634495
FDU38,OUT045,2925.4731645335905
FDB33,OUT046,2598.221089107348
NCJ29,OUT017,1429.9125451404093
FDZ27,OUT035,762.5038833314969
FDI40,OUT013,1599.5036887484002
FDG22,OUT013,594.008114504528
FDT51,OUT017,1877.7236076332958
FDF20,OUT018,2974.3366062495193
FDV50,OUT035,2016.5808842039755
FDT02,OUT049,633.811945356605
DRC49,OUT017,2367.094493948701
FDF26,OUT049,2437.954695784075
FDV52,OUT035,1957.3400087824537
FDX59,OUT049,634.465518841534
FDV25,OUT035,3861.5436088373426
FDW23,OUT027,1174.1540251805286
FDE53,OUT018,1470.1383814561977
FDA19,OUT017,2130.2490337253134
FDH22,OUT046,2113.2897186568516
NCO41,OUT013,1562.4760366101493
FDX12,OUT017,4079.823721377432
FDF17,OUT013,3089.2397133328423
FDS11,OUT045,3778.997818991639
FDR51,OUT035,2528.8702558487917
FDT49,OUT010,239.72851300054356
FDC56,OUT013,1952.3742612757917
FDR13,OUT027,3005.2053074680794
FDQ60,OUT035,2020.4836406215427
FDN38,OUT049,4032.605680708472
NCL29,OUT013,2410.927382002309
FDO13,OUT027,4251.432649625322
FDE26,OUT018,2003.9992053102405
FDA31,OUT010,406.2192666450478
FDX14,OUT035,1296.3969209977554
FDA34,OUT045,2882.8294413945205
FDF26,OUT013,2404.822284955441
FDE38,OUT045,2654.783087492929
DRI11,OUT046,1891.9985279812338
FDQ60,OUT027,3067.4733538585833
FDL21,OUT027,1261.5303218206989
DRC12,OUT027,5260.506923568102
FDC47,OUT046,3611.8679408984526
FDE57,OUT045,2206.9083446531317
FDT14,OUT045,1922.5153915425315
NCZ53,OUT046,3104.792657603168
FDE28,OUT018,3322.4237735344104
FDR19,OUT035,2501.0536822309773
NCF54,OUT019,412.9297053313427
FDZ08,OUT046,1338.1049354686672
NCJ05,OUT018,2241.600999469383
FDF59,OUT046,2106.7300687776137
NCO05,OUT035,1710.3742571722512
FDW24,OUT018,647.5705867527348
NCX42,OUT018,2484.43868342522
NCA53,OUT035,758.5334281298847
FDI45,OUT019,420.43070528720165
FDG46,OUT046,1957.2905171174775
FDM20,OUT010,561.8707207187824
FDW11,OUT010,158.51984293351146
FDX08,OUT035,3002.442554714884
NCK17,OUT035,688.4635736974891
FDK32,OUT018,2231.2061062039757
NCA42,OUT035,2733.0349267506404
DRI01,OUT035,2943.357702480194
NCL55,OUT049,4165.713662120255
DRE25,OUT018,1320.2347121720893
FDD14,OUT017,3119.648122773692
FDB10,OUT046,3729.1037328121083
DRN11,OUT035,2443.0980099334374
FDP38,OUT018,667.1760200448687
NCA30,OUT017,3114.976320173731
FDT15,OUT017,3190.338400343404
NCP55,OUT018,754.5029289065678
FDF12,OUT035,2457.449150398492
FDM21,OUT018,3470.612019785086
FDX56,OUT035,3563.0326106284247
FDF10,OUT017,2557.409981280868
FDT32,OUT045,2973.4082465238857
FDM51,OUT018,1403.3477334769384
NCR50,OUT018,2287.3458293818544
FDI19,OUT049,4039.139661280674
FDX21,OUT017,1737.184034736862
FDR31,OUT035,2503.6469172532447
FDY02,OUT013,4245.95899675402
NCA29,OUT045,2900.6489395184035
NCX17,OUT046,3685.7632176442144
FDM12,OUT045,2989.755506237632
FDI53,OUT027,4135.428917884315
NCU30,OUT049,2744.0078009951917
FDC56,OUT027,3287.9980235798243
FDK27,OUT018,1777.1933088276187
NCK18,OUT017,2764.2289672222855
FDB52,OUT019,568.4050126815972
DRG25,OUT027,5159.501792913576
FDZ13,OUT049,848.3891463018599
FDB57,OUT019,528.4184638934242
FDR40,OUT046,1349.5058240621065
NCO14,OUT019,120.55985536836558
NCN19,OUT045,2866.307978576499
FDQ28,OUT019,358.4554330355214
FDO13,OUT018,2358.5352102081893
FDK48,OUT013,1213.2239042274152
FDU07,OUT018,2229.785349666521
FDW20,OUT046,2130.8259288024324
FDV12,OUT010,206.76563856086432
FDH24,OUT013,2514.512713306553
FDV59,OUT049,3652.0358444112107
FDK57,OUT045,1891.2550021945
FDL16,OUT027,1265.2871262078024
NCQ17,OUT046,2402.8850443791366
FDJ15,OUT018,2776.953035185324
FDX24,OUT049,1450.6831734484836
FDT47,OUT046,1575.8366676868661
FDT10,OUT049,936.3490593430549
FDZ37,OUT018,1235.6809118870754
FDW43,OUT027,5942.782024747858
DRN36,OUT017,1571.4232510098486
FDJ14,OUT045,1346.970888253867
FDA32,OUT013,3566.6820836993666
FDJ38,OUT019,509.68257805997933
FDQ57,OUT017,2438.60841910241
NCQ41,OUT019,474.54698301737045
FDG56,OUT049,911.6948133037254
DRC13,OUT027,3226.72715170642
FDV55,OUT035,2451.325388302578
FDQ49,OUT045,2616.3240849736108
FDE29,OUT010,157.0389820008731
FDR03,OUT013,3344.138484599045
FDD45,OUT049,1433.2717164609887
FDN38,OUT010,577.5175298571984
FDT56,OUT046,931.8840300174235
FDT48,OUT045,2997.790266035914
FDU03,OUT049,3149.1535917742567
FDC56,OUT010,263.6518497833678
NCO43,OUT027,2643.2015918323614
FDQ27,OUT017,1736.1070176209166
FDR03,OUT046,3445.175399192068
DRH23,OUT010,149.1776492889623
FDG22,OUT045,630.509527271527
NCJ42,OUT013,1658.939482617699
FDR24,OUT046,1446.0439105583507
FDW60,OUT035,3022.0072129801715
FDJ08,OUT013,3075.3616619594536
DRL59,OUT018,676.5679369367213
FDG60,OUT010,568.2351303447497
FDW27,OUT017,2477.625461524388
FDX14,OUT018,1090.7374152179827
FDC20,OUT013,788.2623781024004
NCS29,OUT018,3609.3031910010177
FDJ56,OUT046,1620.3697519186069
FDB20,OUT019,208.10891814647957
FDL28,OUT027,5809.358635783897
FDW01,OUT018,2155.1659852473854
FDL03,OUT046,3122.084101250684
FDX22,OUT049,3680.9729129017132
FDJ21,OUT035,2545.1139233574067
FDR31,OUT045,2472.650986911468
FDG21,OUT035,2592.1197672781113
FDS22,OUT027,1295.482993330696
FDK08,OUT035,1628.8912397017868
FDE17,OUT018,2193.551857331295
NCN30,OUT017,1593.2126297268117
FDT50,OUT046,1517.2278147925786
NCX42,OUT049,2735.9670923192834
FDJ12,OUT035,3695.7192710377103
NCA18,OUT027,3071.3072697490693
FDP23,OUT019,534.1565514673567
FDX12,OUT013,4022.1020042983173
FDN40,OUT018,2213.6741995472753
FDV48,OUT035,1349.1472755151053
NCY54,OUT013,2906.7074376306155
FDL16,OUT010,128.32258308166615
FDR45,OUT018,3266.977750901721
FDJ52,OUT046,2534.173364922168
DRG01,OUT017,1301.959344055891
FDP52,OUT013,3865.087929268852
FDU58,OUT017,3179.5249260194564
FDL02,OUT045,1640.23282962967
FDG28,OUT013,4130.738281478836
FDA19,OUT035,2101.271251614561
FDW46,OUT027,1930.1630513025923
NCD43,OUT049,1695.3029540711295
DRG39,OUT013,732.4121219793491
NCF55,OUT049,641.814516333149
FDJ07,OUT046,1984.3346107005812
FDE08,OUT046,2466.002948602203
FDP56,OUT019,130.86278573824018
FDT45,OUT045,832.7004465081592
FDF17,OUT018,2912.4015452333547
FDX44,OUT046,1395.3359735015338
FDM28,OUT027,4957.280874496681
FDI36,OUT049,3277.46159210909
FDS07,OUT045,1827.5306707757256
FDD36,OUT045,1878.502028981072
FDW11,OUT046,950.3363968273011
FDN40,OUT049,2458.8287625403655
NCQ18,OUT049,1564.3287596415469
NCQ54,OUT017,2787.4448638486288
NCS42,OUT045,1478.5445406486594
DRH39,OUT010,176.27139362089503
FDC09,OUT027,2853.0416008697607
FDT08,OUT010,356.8332661417174
FDC08,OUT035,4026.2243952528725
FDT20,OUT017,616.980303895867
FDS35,OUT035,1067.7285550322663
FDX58,OUT018,2718.2731912947033
FDW58,OUT046,1728.8679579220873
DRD27,OUT046,1543.4626421248693
FDH32,OUT019,247.9114479740717
FDS26,OUT035,4278.889741603839
FDQ31,OUT046,1405.8772043374704
FDP11,OUT018,3246.092652671394
FDD58,OUT017,1670.7760142025945
FDM33,OUT045,3510.490043404566
FDZ16,OUT049,3241.532822709086
NCS29,OUT010,586.1894453660894
NCM18,OUT019,167.08086269685035
FDP11,OUT049,3685.7191277331685
NCC42,OUT017,2286.4691913672923
DRM23,OUT046,2740.279646553613
NCN55,OUT027,5971.774325502255
FDK46,OUT013,4186.2782662054415
FDR01,OUT046,3249.2290480495894
NCA05,OUT045,2416.198032190207
NCP43,OUT017,3008.7928468860664
FDR12,OUT010,431.3059507339276
FDQ01,OUT013,4056.9501819144602
FDM13,OUT046,2139.8125766807307
FDQ19,OUT017,4146.691367556897
FDK56,OUT019,434.74166393607607
NCX06,OUT010,441.24082621161875
FDO56,OUT027,3237.382158381328
FDU45,OUT045,1844.1042818541796
FDI16,OUT019,149.6731014251721
FDL32,OUT046,1893.9494518581457
FDA07,OUT046,2149.228355562653
FDA14,OUT045,2350.480198054132
FDV46,OUT027,3573.5673007795285
NCO07,OUT035,3735.752414381571
NCP41,OUT046,1746.7233567471894
FDY60,OUT018,1948.2775587795977
FDN38,OUT017,4067.050296014315
FDO15,OUT046,1259.788118083818
FDT60,OUT013,1988.5612896441335
FDA55,OUT035,4004.5251958157182
FDE02,OUT010,206.7083182144975
DRJ39,OUT049,3656.1202641848586
FDV34,OUT035,1291.757289062791
FDS20,OUT027,5197.830249900484
FDF02,OUT027,2746.3438333262443
FDW40,OUT017,2477.7210130366716
NCB43,OUT046,3005.8959240716986
FDR58,OUT017,1512.7097044849775
DRJ59,OUT035,684.1345703386949
NCD30,OUT017,1637.7403671618667
FDE14,OUT017,1642.728740433051
FDC28,OUT018,1493.2067712054413
FDU16,OUT018,1184.9299673570304
NCD19,OUT035,891.5193915757873
FDU21,OUT046,628.3940076383576
FDV59,OUT027,5647.242589947925
FDU03,OUT045,2955.6764328609324
FDC33,OUT010,508.4530211531069
NCR42,OUT035,618.1740502350747
DRH59,OUT035,1308.6380093495832
NCM31,OUT035,2337.036221289281
FDS50,OUT035,3849.1217782337817
FDP39,OUT046,833.3374192936684
FDQ55,OUT013,1918.1728047155057
FDV36,OUT019,298.55376582356814
FDI05,OUT027,2206.9098919180497
FDS45,OUT027,2826.722766582735
FDA39,OUT045,654.9729843226678
FDC37,OUT010,240.06681072342172
FDJ60,OUT027,4333.343982749526
DRQ35,OUT046,2056.714571877363
NCJ06,OUT046,2058.0744913714
NCY42,OUT018,2019.689163733536
DRM37,OUT049,3241.193832896872
FDR14,OUT045,805.0984891033567
FDE51,OUT049,719.6327664493724
FDT33,OUT017,2719.2716671453654
FDR08,OUT013,1798.9330439138312
FDE36,OUT010,399.96364166263595
FDL22,OUT019,243.1578923500248
FDR44,OUT013,2134.416694925722
FDI56,OUT019,234.4567631959173
FDE47,OUT010,273.665627517764
FDV27,OUT010,198.13408391161906
FDV10,OUT049,696.0174606243734
FDC40,OUT045,1297.3533285378962
NCX41,OUT013,3420.4215417593637
NCQ38,OUT027,2724.1940760911716
FDV12,OUT027,2656.0865532460552
FDE52,OUT017,1386.210667253124
FDG20,OUT027,4780.835631489501
FDV16,OUT027,1266.283469569066
FDI32,OUT017,1882.3029705736183
FDJ32,OUT049,930.6366912317887
FDN39,OUT018,2556.8272024423463
FDY34,OUT017,2767.0451338879457
FDC14,OUT035,694.5061031879133
FDA55,OUT017,4060.5320960498
FDZ50,OUT010,506.89567269391097
DRG13,OUT049,2672.8760394751253
FDP01,OUT013,2449.8831543189704
NCG54,OUT017,2940.266392412371
FDM13,OUT045,2005.1884587067977
NCO18,OUT027,4945.937452540103
NCW41,OUT013,2434.086478311694
FDM52,OUT027,3754.9770455550765
NCF55,OUT035,625.662270733669
FDT09,OUT046,2215.3747945679743
NCM19,OUT035,1772.557326622747
FDW12,OUT018,2048.283568593604
FDP15,OUT019,576.3089720690868
FDK36,OUT045,767.5181361724676
FDZ25,OUT035,2977.442091036952
NCW06,OUT049,3212.49467668118
FDW60,OUT046,2967.1570631690615
DRC49,OUT013,2400.6733761268856
NCT17,OUT035,3149.0258531463596
NCN06,OUT018,2423.296462452604
FDC45,OUT013,2770.4964148531085
DRJ47,OUT019,417.69915064632187
NCF06,OUT045,3773.402797331161
FDE21,OUT010,258.46861140927655
DRG27,OUT013,634.4372431564437
FDW40,OUT049,2388.0414955281253
NCO53,OUT046,3004.6403677667763
FDE23,OUT049,721.2084792437569
FDQ16,OUT046,1738.5232536721805
FDS26,OUT045,4012.4975762215245
FDZ13,OUT010,124.67259101066817
FDS14,OUT049,2444.39737071046
FDC10,OUT045,1883.833370018215
FDY16,OUT049,3236.999924086608
FDJ20,OUT035,2118.7863238795317
FDV43,OUT035,698.4574572057728
FDZ32,OUT027,2908.8146073598136
FDR23,OUT046,2759.754232920677
FDN24,OUT035,839.8918805220446
FDE34,OUT027,5000.760814818929
FDU31,OUT013,3572.9984850747674
FDW33,OUT018,1531.755399594198
FDU26,OUT046,1987.5657862911216
FDE20,OUT027,4616.963226867599
NCW05,OUT035,1703.9668285321718
FDB22,OUT018,2257.330446330836
FDO56,OUT046,1989.5211843187242
FDA19,OUT027,3495.781662756509
DRI39,OUT045,886.2633768984585
FDH52,OUT018,769.898591071172
FDZ50,OUT035,3215.569117531885
NCN42,OUT035,2481.3694737022856
FDB53,OUT013,2447.450117870703
DRG11,OUT017,1758.5891947920727
DRK11,OUT027,3771.906596554843
FDQ60,OUT017,2059.0060177187784
FDT36,OUT017,603.1939032412614
DRG25,OUT018,2744.5358699206035
DRJ23,OUT046,3083.0546960419583
FDG05,OUT035,2642.454760734568
NCK06,OUT018,1788.7533516363223
FDU52,OUT017,2447.241829332448
FDW07,OUT018,1232.727574695007
NCM17,OUT045,717.6286285707888
FDA22,OUT045,2751.564238742046
NCA41,OUT018,2886.781769841438
FDF38,OUT035,702.1382829890937
FDH52,OUT046,983.1924732309114
FDY58,OUT019,551.2857093594472
FDZ16,OUT045,3002.0377871159535
NCM18,OUT017,993.9423798961401
FDA22,OUT018,2413.3009313197626
NCJ43,OUT035,3054.6406991285876
FDI34,OUT027,5805.765173345127
FDG56,OUT046,983.3351658362612
FDS34,OUT046,1963.7733459106569
DRC01,OUT035,819.3273540400074
FDQ04,OUT035,689.5622426833357
FDK04,OUT035,910.8235374312708
FDT51,OUT049,1826.026746027417
FDV26,OUT017,3314.2026614265783
FDS04,OUT049,2358.0424979119307
FDW43,OUT018,3193.4499875863085
FDQ28,OUT010,366.38286750269816
NCK06,OUT017,2045.2580483442
FDS23,OUT018,1865.5482226481734
FDZ36,OUT019,488.6717799699007
FDE56,OUT018,809.7846603187261
FDW10,OUT027,4763.42848033945
NCN14,OUT045,2819.9077995098833
NCQ18,OUT045,1545.7170257499467
FDW08,OUT017,1709.8512059702387
FDU43,OUT035,4141.3455897800195
FDR33,OUT010,252.80213912595013
FDM24,OUT010,355.61042298329625
NCZ05,OUT046,1736.92064255556
NCV41,OUT035,1851.0805184424084
FDV11,OUT018,2687.59767636894
NCY05,OUT035,638.2374043348486
FDV44,OUT018,2787.839672940652
FDW32,OUT049,1320.2373005836841
NCU18,OUT027,3683.77747626005
NCC43,OUT035,3961.8590242567584
FDW19,OUT013,1798.917123970794
FDN31,OUT035,3152.9046510861544
FDI48,OUT045,799.1152522895027
FDS24,OUT017,1434.0139676485267
FDF46,OUT049,1942.1557177978568
DRG23,OUT017,2446.4021172479024
FDG14,OUT018,2170.3109901265702
NCY30,OUT049,3087.1128255375884
FDO28,OUT018,1766.5513530033072
DRD24,OUT035,2314.968064032586
FDI33,OUT049,1427.6488642050085
FDN32,OUT046,2977.7212775792377
FDR16,OUT045,3539.2792432904434
FDF26,OUT046,2437.341673504553
NCN29,OUT018,631.2694449536652
FDE20,OUT045,2811.486958452197
FDA46,OUT046,3108.4366033301385
FDU28,OUT045,2961.0316509713202
FDQ48,OUT045,1560.3445480913479
FDV36,OUT013,2080.096129717393
FDR14,OUT018,702.8571295459842
FDP23,OUT017,3810.5599184686725
FDP56,OUT013,753.065155548507
FDK48,OUT010,182.79797109434094
FDR48,OUT046,2411.47050552812
NCY29,OUT049,886.3837666514283
FDM22,OUT018,699.024966113284
DRJ01,OUT013,2520.1601679321866
FDZ43,OUT045,3996.1580291748014
FDV03,OUT035,2606.933800919671
FDX11,OUT027,4823.098937356985
NCA41,OUT027,5297.597120763006
FDE38,OUT017,2664.994140137554
FDI27,OUT018,575.3921434961381
FDN32,OUT013,3043.1631828917302
NCN43,OUT017,2049.9332987090074
FDB47,OUT027,5466.382050326952
FDV03,OUT017,2499.993727401152
NCN30,OUT045,1548.8944635587623
NCV54,OUT010,268.153913960049
FDV07,OUT013,1702.5146711007083
FDP07,OUT049,3183.890014012864
FDK48,OUT018,1032.2298294101909
FDM15,OUT019,350.61798075407887
FDY19,OUT027,3203.1079697289297
FDK46,OUT046,3865.082449345228
FDY11,OUT045,1084.1260591934356
FDH09,OUT046,824.1651174809554
FDO08,OUT027,4477.506628478176
FDU14,OUT013,4219.555304270465
FDD22,OUT027,3013.838581988738
FDM27,OUT017,2548.8188404217417
FDL02,OUT027,2795.5686755429233
NCA17,OUT035,2461.3273215692266
FDE38,OUT019,399.5036976443756
NCG07,OUT049,3268.6287118768746
DRC27,OUT013,4169.768986709209
FDA27,OUT035,4210.235557045159
FDW40,OUT045,2375.8546291621633
DRI11,OUT013,1890.4200684570064
FDN50,OUT046,1541.3102207104087
FDR12,OUT046,2885.1484974896316
